status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,,
Satisfactory,validation-227,ETH is sent to the wrong address,aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,validation-155,validation-155,DUPE-THORChain_Router-001,,,,,
Satisfactory,validation-234,Native token is sent to the wrong address in `_transferOutAndCallV5()` leading to the theft of these assets,aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,validation-155,validation-155,DUPE-THORChain_Router-001,,,,,
Satisfactory,validation-26,"Send eth to the wrong person, which leads to errors.",aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L324,validation-155,validation-155,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-004",,,,,
Satisfactory,validation-3,"`_transferOutAndCallV5` transfers gas assets to a wrong address when the swap fails, resulting in the loss of user funds",aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L324,validation-155,validation-155,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-004",,,,,
Satisfactory,validation-35,If calling `swapOutV5` would fail on target contract this could lead to loss of funds,aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L324,validation-155,validation-155,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-004",,,,,
Satisfactory,validation-39,If swap fails a vault will lose the ETH it has sent,aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,validation-155,validation-155,DUPE-THORChain_Router-001,,,,,
Satisfactory,validation-49,Logic error in _transferOutAndCallV5 internal function,aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L324,validation-155,validation-155,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-004",,,,,
Satisfactory,validation-60,User can loss hsi funds in `_transferOutAndCallV5` function,aggregation target,,Intended design (it's entirely the aggregator contract's responsibility to manage the funds),https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L389,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L364,validation-155,validation-155,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-001",,,,,
Satisfactory,validation-80,"If the swapOut fails, the Ether should be sent to the recipient instead of the aggregator",aggregation target,,Incorrect recipient address for failed swaps,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,validation-155,DUPE-THORChain_Router-001,,,,,
Satisfactory,validation-187,looping through the whiteList aggregator even though disableWhitelist=1,isToValidContractAddress() parameter,,Causing unintended whitelist bypass,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/ethereum/ethereum_block_scanner.go#L911,,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/ethereum/ethereum_block_scanner.go#L902-L928,https://github.com/code-423n4/2024-06-thorchain/blob/main/bifrost/pkg/chainclients/ethereum/ethereum_block_scanner.go#L902-L928,validation-187,DUPE-ethereum_block_scanner-001,,,,,
Satisfactory,findings-4,"When the ETH interaction fails, the event will also be triggered normally","failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L195,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024",DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,
Satisfactory,validation-10,"`TransferOutAndCall` event is still emitted for failed `transferOutAndCall`, which will be observed by Bifrost","failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L280-L292,"https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L261-L293,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L209-L238","https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-002,DUPE-THORChain_Router-016,DUPE-THORChain_Router-018",DUPE-THORChain_Router-018,,,,
Satisfactory,validation-144,_transferOutAndCallV5 emits event even if aggregator fails,"failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L389,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L389,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,DUPE-THORChain_Router-002,,,,,
Satisfactory,validation-156,"[H-03] Incorrect event emissions, tricking the `smartcontract_log_parser`","failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L330,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-002,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024",DUPE-THORChain_Router-002,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,
Satisfactory,validation-191,ThorChain will be informed wrongly about the unsuccessful ETH transfers due to the incorrect events emissions,"failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L196,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-008,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024",DUPE-THORChain_Router-008,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,
Satisfactory,validation-206,THORChain_Router:TransferOut event will be emitted even it the ETH transfer wasn't successful,"failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L280-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L185,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-002,DUPE-THORChain_Router-018,DUPE-THORChain_Router-021",DUPE-THORChain_Router-021,,,,
Satisfactory,validation-235,"When dealing with native coin, the `TransferOut*` events are still triggered on error","failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-017,DUPE-THORChain_Router-023,DUPE-THORChain_Router-024",DUPE-THORChain_Router-017,DUPE-THORChain_Router-023,DUPE-THORChain_Router-024,,
Satisfactory,validation-241,Incorrect Event Emission due to Ether Transfer Failure in THORChain Router Contract,"failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L185-L207,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-017,DUPE-THORChain_Router-021,DUPE-THORChain_Router-024",DUPE-THORChain_Router-017,DUPE-THORChain_Router-021,DUPE-THORChain_Router-024,,
Satisfactory,validation-58,`THORChain_Router::transferOut`  and `THORChain_Router::_transferOutV5` emits incorrect data in `TransferOut` event breaking one of the Main Invariants of the Protocol,"failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L182-L238,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024",DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,,
Satisfactory,validation-82,"If swap fails incorrect event data is emitted in `THORChain_Router::transferOutAndCall` function, leading to incorrect tracking of funds by the Bifrost and breaking Main Invariant of the protocol","failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L261-L293,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024",DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,,
Satisfactory,validation-91,Refund functionality breaks protocol logic,"failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024",DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,,
Satisfactory,validation-98,Incorrect Information Displayed by Events in THORChain_Router.sol,"failed swap, wrong event",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L206,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196-L206,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L277-L292,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213-L236,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L323-L387",validation-191,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024",DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-013,DUPE-THORChain_Router-024,
Satisfactory,validation-81,TransferOutAndCall event should not be emitted if the `ethSuccess` is false,"wrong event
 failed swap should revert",,Misleading non-discrete events can cause fund misallocation issues,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L387,"https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L196,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L213,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326","https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L280,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L326",validation-191,validation-191,"DUPE-THORChain_Router-004,DUPE-THORChain_Router-009,DUPE-THORChain_Router-010,DUPE-THORChain_Router-011,DUPE-THORChain_Router-012",DUPE-THORChain_Router-004,DUPE-THORChain_Router-009,DUPE-THORChain_Router-010,DUPE-THORChain_Router-011,DUPE-THORChain_Router-012
Satisfactory,validation-198,`aggregationPayload.fromAmount` of an ERC20 token can be lost when calling `_transferOutAndCallV5` function for such token if target aggregator's `swapOutV5` function call reverts,failed swap should revert,,Intended design (it's entirely the aggregator contract's responsibility to manage the funds),https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L342-L389,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L304-L389,validation-198,validation-198,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002",,,,,
Satisfactory,validation-226,Assets can be stolen after a swap attempt in `_transferOutAndCallV5()`,failed swap should revert,,Intended design (it's entirely the aggregator contract's responsibility to manage the funds),https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L338-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L338-L375,validation-198,validation-198,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002",,,,,
Satisfactory,validation-36,Unsuccessful swap could lead to loss of ERC20 tokens,failed swap should revert,,Inadequate elaboration,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L341-L388,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L364,validation-198,validation-198,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002",,,,,
Satisfactory,validation-77,"Without checking _dexAggSuccess, there is a risk of losing transferred assets to the `aggregationPayload.target`","failed swap should revert
 low quality report",,Inadequate elaboration,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L364,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L364,validation-198,validation-198,"DUPE-THORChain_Router-003,DUPE-THORChain_Router-004",DUPE-THORChain_Router-003,DUPE-THORChain_Router-004,,,
Satisfactory,validation-9,"`_transferOutAndCallV5` does not revert when the swap in aggregator fails, leading to loss of recipient's funds",failed swap should revert,,Intended design (it's entirely the aggregator contract's responsibility to manage the funds),https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L375,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L324,https://github.com/code-423n4/2024-06-thorchain/blob/main/ethereum/contracts/THORChain_Router.sol#L362-L375,validation-198,validation-198,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-002",,,,,
Satisfactory,validation-119,Router transferOutAndCallV5:  Fee on transfer tokens lead to an error when swap and incorrect approval accounting,fee on transfer,,Identifies and mitigates fee-on-transfer token issue,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L355,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L367,https://github.com/code-423n4/2024-06-thorchain/blob/main/chain/ethereum/contracts/THORChain_Router.sol#L347-L375,validation-199,validation-199,"DUPE-THORChain_Router-001,DUPE-THORChain_Router-001",,,,,
